|text|label|lang
316|Acesse o Caixa Tem e confira: benefício de R$ 110 já caiu na conta de milhões|1|ptbr
317|Caixa Tem paga R$ 260 em adicionais nesta terça (25); como receber?|1|ptbr
318|Pagamento Bolsa Família e Auxílio Gás liberado HOJE(25/04). Veja quem pode sacar!|1|ptbr
319|Aneel aprova tarifa de energia de Itaipu em US$ 20,2 para 2023|1|ptbr
320|Itaipu: tarifa definitiva de repasse será de US$ 20,23/kW em 2023|1|ptbr
321|Aneel aprova tarifa de repasse de US$ 20,23 para Itaipu – CanalEnergia|1|ptbr
322|Aposta de Praia Grande ganha sozinha prêmio de R$ 1,6 milhão da Lotofácil|2|ptbr
323|Apostador ganhou sozinho mais de R$ 1,6 milhão da Lotofácil nesta segunda|2|ptbr
324|RESULTADO LOTOFÁCIL 2796: veja os NÚMEROS SORTEADOS da LOTOFÁCIL nesta TERÇA (25/04)|1|ptbr
325|Prêmio de 1,6 milhão da Lotofácil sai para o litoral de SP|2|ptbr
326|GWM anuncia nesta terça a produção de veículos de carga|2|ptbr
327|SP firma acordo para investir R$ 10 bilhões e gerar 2 mil empregos na produção de veículos híbridos na região de Piracicaba|2|ptbr
328|Governo de SP firma acordo com GWM Brasil para projetos de veículos a hidrogênio|2|ptbr
329|GWM e governo de São Paulo fecham acordo para acelerar a adoção de veículos a hidrogênio|2|ptbr
330|Arcabouço exigirá um considerável esforço fiscal|0|ptbr
331|Fitch diz que novo arcabouço fiscal dependerá de grande aumento na arrecadação Por Reuters|0|ptbr
332|O novo arcabouço: simples, previsível e crível?|1|ptbr
333|"Editorial: Arcabouço fiscal troca a responsabilidade pela impunidade | Gazeta do Povo"|0|ptbr
334|Novo Honda Civic Type R já está no Brasil|2|ptbr
335|Honda Civic Type-R desembarca no Brasil com cores chamativas|2|ptbr
336|Será que a Honda trapaceou no recorde do Type R em Nürburgring?|0|ptbr
337|5 coisas que sabemos do Honda Civic Type R 2023, que será lançado no Brasil em breve|2|ptbr
338|Cloud9 Capital “pega estrada” para Goiás e investe R$ 110 milhões na Cilia|2|ptbr
339|Cilia capta R$ 110 milhões em rodada com Cloud9 Capital e Mercado Livre|2|ptbr
340|VC de ex-SoftBank e Mercado Livre investem R$ 110mi em startup do setor auto|2|ptbr
341|Cilia capta R$ 110 milhões em rodada com Cloud9 Capital e Mercado Livre - Fusões & Aquisições|2|ptbr
342|Imposto de Renda: restituição antecipada é opção para contribuintes; veja quais bancos oferecem e se vale a pena|1|ptbr
343|Prazo para declaração do IRPF aperta e Receita Federal penaliza os inadimplentes|0|ptbr
344|Prazo do Imposto de Renda 2023: Até quando pode ser enviada a declaração?|1|ptbr
345|IRPF 2023: mais de 15 milhões de contribuintes já entregaram a declaração|1|ptbr
346|Dólar fecha em baixa, com arcabouço fiscal e juros dos EUA em foco|1|ptbr
347|Dólar vai sustentar a alta hoje? Moeda sobe, enquanto Ibovespa futuro cai de olho em Campos Neto|1|ptbr
348|Dólar tem pouca alteração antes de dados dos EUA e com arcabouço no radar Por Reuters|0|ptbr
349|Embalado por nova regra fiscal, dólar abre em alta nesta 2ª feira|0|ptbr
350|Frota de veículos no Brasil fica cada vez mais velha: idade média é de quase 11 anos de uso|0|ptbr
351|Frota de veículos que circula pelo Brasil está cada vez mais velha|0|ptbr
352|Brasileiro dirige automóveis cada vez mais velhos, indica pesquisa|0|ptbr
353|Cada vez mais velha, frota de carros nas ruas está perto de 11 anos de uso|0|ptbr
354|Ibovespa: Por que Vale (VALE3) e Petrobras (PETR4) recuam hoje?|0|ptbr
355|Ibovespa: índice fecha em queda influenciado por ações de commodities – Últimas notícias – Estadão E-Investidor – As principais notícias do mercado financeiro|0|ptbr
356|Santander (SANB11) vai manter seletividade, com foco em clientes e produtos de menor risco, diz CEO|2|ptbr
357|Rápidas: Santander, Light, Tim, Carrefour, Lavvi, IRB, Sequoia, Anima, Enauta|1|ptbr
358|IPCA-15 vem aí: Investir em renda fixa indexada ao IPCA faz sentido com inflação em queda?|1|ptbr
359|Aviso geral que pode ser seu: Itaú acaba de liberar função para 1 milhão de clientes|2|ptbr
360|Brasil importa três vezes mais produtos lácteos no 1° trimestre|1|ptbr
361|RESULTADO LOTOFÁCIL: Veja o resultado da Lotofácil 2796 de HOJE 25/04|1|ptbr
362|Agência Nacional de Energia Elétrica aprova tarifa de energia da usina de Itaipu para 2023|1|ptbr
363|Confira os resultados da Quina 6132 e Lotofácil 2795 desta segunda-feira (24/4)|1|ptbr
364|Lotofácil 2795, Quina 6132 e outras loterias: confira os números (24/4)|1|ptbr
365|Resultado da Quina 6132 e Lotofácil 2795 - Confira as dezenas sorteadas e valores de prêmios|1|ptbr
366|Confira o resultado do sorteio das loterias da Caixa desta segunda-feira, dia 24 de abril|1|ptbr
367|NOVO CALENDÁRIO PIS 2023: R$ 1.302 do PIS 2023 será ADIANTADO pela CAIXA para AMANHÃ (26) aos nascidos ...|2|ptbr
368|PIS NÃO terá mais pagamentos de R$ 1.302 este ano; entenda|0|ptbr
369|Se o PIS/Pasep de até R$ 1.302 não caiu, saiba como agir nessa situação|1|ptbr
370|Abono PIS/Pasep: como saber se eu tenho direito?|1|ptbr
371|Diretor jurídico da Hurb garante todos os embarques até final de 2023|1|ptbr
372|Bolsas caem antes dos balanços de Amazon e Microsoft; varejo brasileiro, Campos Neto no Senado e mais destaques|0|ptbr
373|Fazenda deve divulgar lista de CNPJs com isenções fiscais em até 15 dias|1|ptbr
374|Vale (VALE3) e Petrobras (PETR4) puxam perdas da Bolsa com queda de commodities; Bradesco (BBDC4) e Itaú (ITUB4) sobem|1|ptbr
375|Volta do receio com bancos e queda das commodities derrubam Ibov|0|ptbr
376|Arrecadação federal atinge R$ 171,06 bilhões em março, diz Receita|2|ptbr
377|Ford inicia teste da fábrica da Nova Ranger com foco em qualidade|2|ptbr
378|ATUALIZADO! Calendário do Bolsa Família convoca novo grupo nesta terça-feira|1|ptbr
379|IMPOSTO DE RENDA 2023: até QUANDO vai PRAZO para DECLARAR IMPOSTO DE RENDA 2023? Veja como fazer DECLAR...|1|ptbr
